TITLE,URL,ARCHIVE,SUBJECT,SENDER/RECEIVER,YEAR,POSITION
袁世凯致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/prtsu4bzovr9bh8q&dataType=2,SD004662,美国 通商条约, 袁世凯,1903,直隶总督
袁世凯致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/bglogjpjtew88jd8&dataType=2,SD004693,美国 通商条约, 袁世凯,1903,直隶总督
张之洞致吕海寰、盛宣怀、袁世凯、外务部电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/jlhnlxmv9e4ttmyr&dataType=2,SD004701,日本 通商条约,张之洞 ,1903,两江总督
魏光焘致盛宣怀、吕海寰电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/i4c2ildo6eqwo9n6&dataType=2,SD004784,上海 通商条约, 魏光焘,1903,两江总督
伍廷芳致吕海寰、盛宣怀、袁世凯、张之洞、外务部电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/kxgfsmgm41dsxqni&dataType=2,SD004785,日本 通商条约,伍廷芳 ,1903,商部左侍郎
魏光焘致吕海寰、盛宣怀函,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/p68mswigkutkm1ft&dataType=2,SD004786,内河航道 通商条约, 魏光焘,1903,两江总督
张之洞致吕海寰、盛宣怀、袁世凯、伍廷芳电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/l39iurmoxf4cvkmd&dataType=2,SD004787,工厂 日本 通商条约,张之洞 ,1903,两江总督
锡良致吕海寰、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/fe5ffbp4sntbgpj1&dataType=2,SD004788,上海 通商条约,吕海寰 锡良,1903,中央工部尚书
李兴锐致吕海寰、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/dedpw2ka21ot1dj2&dataType=2,SD004789,上海 通商条约,李兴锐 ,1903,闽浙总督
柯逢时致吕海寰、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/w6m77sdubnsa7ne3&dataType=2,SD004790,关税 通商条约,柯逢时 ,1903,广西巡抚
袁世凯致吕海寰、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/74qlzq9rjlmd1dkw&dataType=2,SD004791,厘金 通商条约, 袁世凯,1903,直隶总督
张之洞致吕海寰、盛宣怀、伍廷芳函,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/m1gucw6obb24qvd3&dataType=2,SD004792,关税 通商条约,张之洞 ,1903,两江总督
伍廷芳致吕海寰、盛宣怀、袁世凯、张之洞、外务部电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/etzipks7yp1ta4qg&dataType=2,SD004793,关税 通商条约,伍廷芳 ,1903,商部左侍郎
伍廷芳致吕海寰、盛宣怀、袁世凯、张之洞、外务部电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/5m9fhm4p2tkwy98k&dataType=2,SD004796,内河航道 日本 船只 通商条约,伍廷芳 ,1903,商部左侍郎
张之洞致吕海寰、伍廷芳、盛宣怀、袁世凯电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/l9s7nk869qwjyetf&dataType=2,SD004797,关税 美国 通商条约,张之洞 ,1903,两江总督
外务部致袁世凯、吕海寰、盛宣怀函,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/h4ipi2r8hc7ksyzy&dataType=2,SD004798,关税 美国 通商条约,外务部,1903,
张之洞致吕海寰、盛宣怀、袁世凯、外务部、伍廷芳函,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/3ufp79xewrq8xipo&dataType=2,SD004800,关税 日本 海关 英国 通商条约,张之洞 ,1903,两江总督
端方致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/ei3kblgfatpdk2jz&dataType=2,SD039053,合同 嘉沙利 矿务 竹山县 采掘, 端方,1903,湖广总督
端方致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/tzy1xndffiqdm93t&dataType=2,SD039059-1,周献琛 矿务 礼和洋行 章程 竹山县, 端方,1903,湖广总督
周馥致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/396jrbvoywjwlnmb&dataType=2,SD043313,严作霖 山东 捐赈 水利工程 潘振声,周馥 ,1903,山东巡抚
严作霖致盛宣怀、吕海寰、吴重憙电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/k749amncjzg8ae4e&dataType=2,SD043320-1,利津县 周馥 山东 潘民表 聂缉椝,严作霖 ,1903,
周馥致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/r5jo17nc5avxhrfu&dataType=2,SD057649-44,捐赈 洪翰香 部照,周馥 ,1903,山东巡抚
陈夔龙致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/ux9fh7eupoact6e3&dataType=2,SD107223-1,利德 哲美森 外务部 知福公司 章程, 陈夔龙,1903,河南巡抚
端方致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/vbkxnuv1s4lz59de&dataType=2,SD117373,南京 奏折 电报, 端方,1903,湖广总督
端方致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/ywocmrkih48lgm8v&dataType=2,SD117373-1,文牍处理 电报, 端方,1903,湖广总督
魏光焘致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/i65dfdrgmzbpnpdn&dataType=2,SD117799-1,人事 南京 洋务局, 魏光焘,1903,两江总督
魏光焘致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/wa3uodbn24jrrtik&dataType=2,SD117799-3,人事 洋务局, 魏光焘,1903,两江总督
魏光焘、李经羲致盛宣怀、吕海寰电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/qoae46aj4gfwpfa1&dataType=2,SD002852,云南 商品 清单,李经羲 魏光焘,1902,"云南巡抚, 云贵总督"
邓华熙致盛宣怀、吕海寰电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/g86ikxdib4v4cd9v&dataType=2,SD002853,商品 清单 贵州, 邓华熙,1902,贵州巡抚
外务部、鄂宁督署致吕海寰盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/x3mz5nzpu5okdzpx&dataType=2,SD004220,关税 船只 英国 通商条约 银元,吕海寰 外务部 鄂宁督署,1902,鄂宁督署
鄂宁督署致盛宣怀、吕海寰电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/294acri1xuozukx5&dataType=2,SD004221,外务部 租界 船只 通商条约 马凯,吕海寰 鄂宁督署,1902,鄂宁督署
外务部宁鄂督署致盛宣怀、吕海寰电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/ltdq6y1cp1kktyh6&dataType=2,SD004222,内河航道 外务部 总督 英国 通商口岸,吕海寰 外务部宁鄂督署 ,1902,宁鄂督署
袁世凯致盛宣怀、张之洞、刘坤一电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/lfbn7wis5irtpcpc&dataType=2,SD004251,关税 厘金 通商条约, 袁世凯,1902,直隶总督
奎俊致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/vu3hucljtm7g9tdr&dataType=2,SD004260,四川 矿务 通商条约,奎俊 ,1902,四川总督
岑春煊致盛宣怀、吕海寰函,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/jmdg18b8lfb2n2bk&dataType=2,SD004937,山西 通商口岸 通商条约,岑春煊 ,1902,山西巡抚
张之洞致盛宣怀、吕海寰电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/jvbjcnhwc5lde5ug&dataType=2,SD004939,通商口岸 通商条约 长沙,张之洞 ,1902,湖广总督
奎俊致盛宣怀、吕海寰电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/28ofg1gi1z7e4jdy&dataType=2,SD004942,关税 英国 通商口岸 通商条约,奎俊 ,1902,四川总督
德寿致盛宣怀、吕海寰电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/zlb22eo1iq1ezfga&dataType=2,SD004943,惠州 江门 英国 通商口岸 通商条约,德寿 ,1902,两广总督
刘坤一致盛宣怀、张之洞电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/2lcn2taoqhb4ualt&dataType=2,SD010257,关税 工厂 英国 通商条约,刘坤一 ,1902,两江总督
张之洞致盛宣怀、刘坤一电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/uh1wxg54e6a96fft&dataType=2,SD010258,外务部 常关 矿务 英国 通商口岸,张之洞 ,1902,两江总督
张之洞致吕海寰、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/f1jz8gck6olyqb8q&dataType=2,SD010347-47,外务部 章程 英国 轮船 通商条约,张之洞 ,1902,湖广总督
张之洞致吕海寰、盛宣怀、刘坤一电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/deqs2feceacsfhjq&dataType=2,SD010365,刘坤一 工厂 股票 英国 轮船,张之洞 ,1902,湖广总督
粤海关监督致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/vbrfg1fpp1dpmkk9&dataType=2,SD010533,关务 粤海关 通商口岸, 粤海关监督,1902,
张之洞致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/uvl5uq4kduz6gzdm&dataType=2,SD010550,货币制度 通商条约 银,张之洞 ,1902,
任道镕复盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/8jfwha5latw2toxh&dataType=2,SD010556,商会 盐 英国 进口 通商条约,任道镕 ,1902,浙江巡抚
张之洞、奎俊致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/l8p4wjffs5flxaly&dataType=2,SD010558,四川 宜昌 英国 通商口岸 通商条约,奎俊 张之洞,1902,"四川总督, 湖广总督"
丁振铎致盛宣怀、吕海寰电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/jr7drldvkvxk7dqn&dataType=2,SD010702,厘金 广西 桂林,丁振铎 ,1902,广西巡抚
袁树勋复盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/zpd5fg6oxi5u154g&dataType=2,SD010870,利息 外务部 美国, 袁树勋,1902,
饶应祺致吕海寰、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/kidc1oxwf4zd64oh&dataType=2,SD010893,厘金 新疆, 饶应祺,1902,甘肃新疆巡抚
饶应祺致吕海寰、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/ghhhcg24cu1nbrop&dataType=2,SD010899,关税 厘金 新疆 迪化县, 饶应祺,1902,甘肃新疆巡抚
张之洞致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/ebhnaxtcubqkzxff&dataType=2,SD010985,内河航道 轮船 通商条约,张之洞 ,1902,湖广总督
周馥致吕海寰、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/vrnnq5zxlzhmnxyx&dataType=2,SD011036,外务部 山东 日本 济南师范学堂 留学生,周馥 ,1902,山东巡抚
张之洞致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/zqo4ko65jlko9995&dataType=2,SD011151,伍廷芳 日本 美国 袁世凯 通商条约,张之洞 ,1902,两江总督
袁世凯致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/gflvjf5vpz4swq9i&dataType=2,SD011155,吕海寰 天津 张之洞 英国 通商条约, 袁世凯,1902,直隶总督
刘坤一致盛宣怀、张之洞、吕海寰电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/yg7ditzjmmzcfas6&dataType=2,SD011322,关税 厘金 盐 英国 通商条约,刘坤一 ,1902,两江总督
张之洞致吕海寰、盛宣怀、刘坤一电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/afjjqvnyuqouru6z&dataType=2,SD011323,云南 厘金 四川 山西 盐,张之洞 ,1902,湖广总督
张之洞致盛宣怀、刘坤一电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/avu57gngcj65wzat&dataType=2,SD011409,关税 厘金 海关 盐 租界,张之洞 ,1902,湖广总督
张之洞致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/7d95yy7kf73qwdrk&dataType=2,SD011410,湖北 马凯,张之洞 ,1902,湖广总督
张之洞致盛宣怀、吕海寰电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/5qxak3fv64kiis6t&dataType=2,SD011451,地契 工部局 英国 通商条约,张之洞 ,1902,
岑春煊致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/dm4nqbxxf5sj1orz&dataType=2,SD014379,湖北 电报,岑春煊 ,1902,山西巡抚
[于荫霖]致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/lhr433dnbzx5p2ez&dataType=2,SD014380,电报,于荫霖,1902,
周馥致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/tkofjsz2wniw57gy&dataType=2,SD024506,山东 旌表 死亡 盛康 赈济,周馥 ,1902,山东巡抚
张之洞致盛宣怀、刘坤一电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/zuz7oux9ws6cgmka&dataType=2,SD040617-5,存票 海关 通商条约,张之洞 ,1902,湖广总督
任道镕致盛宣怀、刘坤一、恩寿电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/s69alum2oein458t&dataType=2,SD040617-6,上海 关税 存票 海关 通商条约,任道镕 ,1902,浙江巡抚
恩寿致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/t7nbcmw2cbxw2nc3&dataType=2,SD040617-7,任道镕 刘坤一 存票 通商条约,恩寿 ,1902,江苏巡抚
周馥致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/8fsevthay531ymdk&dataType=2,SD057649-10,东海关 严信厚 吕海寰 山东 捐赈,周馥 ,1902,山东巡抚
周馥致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/wy8tp5k162n8so6l&dataType=2,SD057649-13,捐赈 经费 聂缉椝,周馥 ,1902,山东巡抚
周馥致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/cl516jdsi67enjgz&dataType=2,SD057649-18,山西省 户部 捐赈 济南工赈总局,周馥 ,1902,山东巡抚
周馥致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/43cvrezcl1nyuooc&dataType=2,SD057649-37,捐赈 洪翰香 部照,周馥 ,1902,山东巡抚
周馥致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/fwa68it72jldn2fz&dataType=2,SD057649-39,上海电报局 严霖 山东商务局 招商局 捐赈,周馥 ,1902,山东巡抚
周馥致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/4yi84gdrmwyyjm6i&dataType=2,SD057649-4,严霖 施子英 济南工赈总局 浙江 潘振聲,周馥 ,1902,山东巡抚
恩寿致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/uxlflctm36y1b5bf&dataType=2,SD057651-101,刘坤一 平粜 武进县 赈济 阳湖县,恩寿 ,1902,江苏巡抚
李兴锐致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/h9otvyxixnqxivsf&dataType=2,SD057651-19,刘坤一 外务部 江西 赈济 陕西,李兴锐 ,1902,江西巡抚
聂缉椝致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/ilbyi6yl7kpxsaia&dataType=2,SD057651-2,刘坤一 安徽 平粜 赈济 银行, 聂缉椝,1902,安徽巡抚
李兴锐致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/5x7874nvb3nhmr2q&dataType=2,SD057651-22,外务部 工程 张煜南 德化县 捐赈,李兴锐 ,1902,江西巡抚
瑞良、顾肇新致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/tyq9a6bggin8fv7j&dataType=2,SD057651-26,俄国 商人 奕劻 捐赈,瑞良 顾肇新,1902,
聂缉椝致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/ry7r18e9aonixuaz&dataType=2,SD057651-30,捐赈 湖北 粮食 经费 采办, 聂缉椝,1902,安徽巡抚
李兴锐致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/2rwalxpkwfythpdj&dataType=2,SD057651-31,德化县 捐赈 瑞良,李兴锐 ,1902,江西巡抚
李兴锐致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/d61e5p6ia14edcnl&dataType=2,SD057651-33,公务 南昌府 捐赈,李兴锐 ,1902,江西巡抚
聂缉椝致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/l54k94xt5eiam7if&dataType=2,SD057651-4,安徽 江西 赈济, 聂缉椝,1902,安徽巡抚
李兴锐致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/iyqgz9adp1tjbdzu&dataType=2,SD057651-42,袁树勋 赈济 赔补,李兴锐 ,1902,江西巡抚
瑞良、顾肇新致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/alilueyk37bjyyku&dataType=2,SD057651-43,俄国 商人 奕劻 捐赈,瑞良 顾肇新,1902,
李兴锐致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/xkucqcfzk2b8fym7&dataType=2,SD057651-47,刘坤一 安徽 江苏 赈济,李兴锐 ,1902,江西巡抚
李兴锐致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/9uxzk2r7evh94zj6&dataType=2,SD057651-49,乐平县 余干县 建昌县 赈济,李兴锐 ,1902,江西巡抚
聂缉椝致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/ahbzwn81tb5mn7ie&dataType=2,SD057651-51,招商 水脚 湖北 粮食 赈济, 聂缉椝,1902,安徽巡抚
升允致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/33hq3q3vhck75gyn&dataType=2,SD057651-57,江西 经费 赈济,升允 ,1902,陕西巡抚
李兴锐致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/ugk692odb44xofx9&dataType=2,SD057651-60,公务 袁树勋 赈济,李兴锐 ,1902,江西巡抚
张之洞等致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/51z7stoobshkuxz1&dataType=2,SD057651-62,安徽 德化县 湖北 赈济,张之洞,1902,湖广总督
聂缉椝致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/xfj3t32favr77abj&dataType=2,SD057651-65,以工代赈 安徽 经费 袁树勋 陈润夫, 聂缉椝,1902,安徽巡抚
李兴锐致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/ib5j6jeuww63ksfz&dataType=2,SD057651-8,江西 灾害 赈济,李兴锐 ,1902,江西巡抚
恩寿致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/foezkdxdsidsjkma&dataType=2,SD057651-81,刘坤一 捐赈 江苏,恩寿 ,1902,江苏巡抚
恩寿致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/lspab9inbyqxk95s&dataType=2,SD057651-86,公务 谕旨 赈济,恩寿 ,1902,江苏巡抚
聂缉椝致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/dotgeu2jhn77d88f&dataType=2,SD057651-9,军机处 安徽 平粜 赈济, 聂缉椝,1902,安徽巡抚
恩寿致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/gs7f4m5feseypdhg&dataType=2,SD057651-92,常州府 平粜 赔补 采办,恩寿 ,1902,江苏巡抚
任道镕致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/uhxuby6uj6jxwhp2&dataType=2,SD057651-93,浙江 粮食 赈济,任道镕 ,1902,浙江巡抚
李兴锐致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/ydf3ds5pnzd2bpas&dataType=2,SD057651-97,江西 经费 袁树勋 赈济,李兴锐 ,1902,江西巡抚
恩寿致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/1ln4v4yerjryqda2&dataType=2,SD057652-14,平粜 粮食 袁树勋 赈济 闵行镇,恩寿 ,1902,江苏巡抚
袁树勋致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/589yhhmd8tyalhqb&dataType=2,SD057652-5,严信厚 赔补 闵行镇, 袁树勋,1902,
李绍芬致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/sgvcb8jc1d73ui1n&dataType=2,SD057655-114,咨部 户部 捐官 陕西,李绍芬 ,1902,陕西巡抚
升允致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/gzqxzlmu5ra5j4qp&dataType=2,SD057656-11,严作霖 捐赈 邢传经,升允 ,1902,陕西巡抚
岑春煊致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/cprs5rjnm8bkpj71&dataType=2,SD057656-17,牌坊 蔡钧 银,岑春煊 ,1902,广东巡抚
岑春煊致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/8x3v5rgsl9j4p6oh&dataType=2,SD057656-21,捐赈 蔡钧 袁树勋,岑春煊 ,1902,四川总督
岑春煊致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/7b6lc2sl4jvs83j9&dataType=2,SD057656-23,合同 捐赈 正太铁路,岑春煊 ,1902,四川总督
岑春煊致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/szzbnia6ntqspfl4&dataType=2,SD057656-4,外务部 山西 捐赈,岑春煊 ,1902,山西巡抚
任道镕致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/kwnzqesj6eiwtg1a&dataType=2,SD060143,李经方 纺织 龚锦章,任道镕 ,1902,浙江巡抚
任道镕致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/vk2ch1s624p13bdw&dataType=2,SD060144,杭州,任道镕 ,1902,浙江巡抚
任道镕致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/gqtvz7zfovr1848y&dataType=2,SD060149,杭州 盛宙怀 纺织 龚錦章,任道镕 ,1902,浙江巡抚
陶模致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/x6kvl38srvcr4irp&dataType=2,SD061207,关税 厘金 裴式楷 赫德 通商条约, 陶模,1902,两广总督
张之洞致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/xs35mv7kgjeyxdtf&dataType=2,SD061209-5,关税 英国 通商条约 马凯,张之洞 ,1902,
袁世凯致张之洞、盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/mdazz4q8mj6yct57&dataType=2,SD061642-8,电报局 电线 股票, 袁世凯,1902,直隶总督
张人骏致盛宣怀电,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/sypruwpfpmpq68hy&dataType=2,SD108105,学生 德克勒窪 案件 湖北,张人骏 ,1902,河南巡抚
刘坤一致[盛宣怀]电（并致张之洞）,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/cjksg2fh2hfk6w7x&dataType=2,SD111191-1,公务 画押,刘坤一 ,1902,两江总督
张之洞致[盛宣怀]电（并致刘坤一）,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/p13u6rbj645cjt5b&dataType=2,SD111191-10,画押,张之洞 ,1902,湖广总督
张之洞致[盛宣怀]电（并致枢署、外部刘坤一）,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/7mghsl8aabsdlnpz&dataType=2,SD111191-11,中外关系 俄国 日本 海关 税务,张之洞 ,1902,湖广总督
刘坤一致[盛宣怀]电（并致张之洞）,https://sd.library.sh.cn/sd/service/work/list#uri=http://data.library.sh.cn/sd/resource/work/a2ifsmqup8yy8zlg&dataType=2,SD111191-12,文牍处理,刘坤一 ,1902,两江总督
